agebin,month,Cases,Pop,Year,Run_Number,Sample_ID
0,4,0,0,2013,0,10.0
5,4,0.8396399701014,999.8333333333,2013,0,10.0
0,5,0,0,2013,0,10.0
5,5,0.6813106015325,1000.033333333,2013,0,10.0
0,6,0,0,2013,0,10.0
5,6,0.9242661297321,1000.433333333,2013,0,10.0
0,7,0,0,2013,0,10.0
5,7,0.7432071622461,998.6,2013,0,10.0
0,8,0,0,2013,0,10.0
5,8,0.7816107273102,996.2333333333,2013,0,10.0
0,9,0,0,2013,0,10.0
5,9,0.7202823199332,996.6,2013,0,10.0
0,10,0,0,2013,0,10.0
5,10,0.4889484122396,995.3333333333,2013,0,10.0
0,11,0,0,2013,0,10.0
5,11,0.636934120208,993.3,2013,0,10.0
0,12,0,0,2013,0,10.0
5,12,0.6006313543767,992.5666666667,2013,0,10.0
0,1,0,0,2014,0,10.0
5,1,0.7349486276507,993.2666666667,2014,0,10.0
0,2,0,0,2014,0,10.0
5,2,0.6769059691578,988.5666666667,2014,0,10.0
0,3,0,0,2014,0,10.0
5,3,0.799979781732,988.5666666667,2014,0,10.0
0,4,0,0,2014,0,10.0
5,4,0.5890659838915,991.4,2014,0,10.0
0,5,0,0,2014,0,10.0
5,5,0.7469972297549,993.5333333333,2014,0,10.0
0,6,0,0,2014,0,10.0
5,6,0.8582465630025,992.3333333333,2014,0,10.0
0,7,0,0,2014,0,10.0
5,7,0.9089073464274,990.5666666667,2014,0,10.0
0,8,0,0,2014,0,10.0
5,8,0.9465831415728,989.7,2014,0,10.0
0,9,0,0,2014,0,10.0
5,9,0.467333804816,989.3,2014,0,10.0
0,10,0,0,2014,0,10.0
5,10,0.1721640080214,989.3666666667,2014,0,10.0
0,11,0,0,2014,0,10.0
5,11,0,992.3333333333,2014,0,10.0
0,12,0,0,2014,0,10.0
5,12,0.01224339194596,993.7333333333,2014,0,10.0
0,1,0,0,2015,0,10.0
5,1,0.01226725801826,991.8,2015,0,10.0
0,2,0,0,2015,0,10.0
5,2,0.02451721206307,992.5,2015,0,10.0
0,3,0,0,2015,0,10.0
5,3,0,994.2666666667,2015,0,10.0
0,4,0,0,2015,0,10.0
5,4,0.1952263116837,997.1333333333,2015,0,10.0
0,5,0,0,2015,0,10.0
5,5,0.2314753076062,998.6666666667,2015,0,10.0
0,6,0,0,2015,0,10.0
5,6,0.6104903761297,996.4666666667,2015,0,10.0
0,7,0,0,2015,0,10.0
5,7,0.5743413092569,995.6333333333,2015,0,10.0
0,8,0,0,2015,0,10.0
5,8,0.6601909473538,995.1666666667,2015,0,10.0
0,9,0,0,2015,0,10.0
5,9,0.4904595389962,992.2666666667,2015,0,10.0
0,10,0,0,2015,0,10.0
5,10,0.7986602187157,990.2,2015,0,10.0
0,11,0,0,2015,0,10.0
5,11,0.6279516918585,988.1333333333,2015,0,10.0
0,12,0,0,2015,0,10.0
5,12,0.7027766257524,986.8,2015,0,10.0
